ID,ID2,Final URL,Image URL,Item title,Item subtitle,Item description,Item address,Item category,Price,Formatted price,Sale price,Formatted sale price,Contextual keywords,Tracking template,Android app link,iOS app link,iOS app store ID,Similar IDs,Status
252763,,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T880/vin-1XKZP4TX4VJ252763/,https://d8lxo54bt1xl7.cloudfront.net/prd/252763/068Ux00000rU2SWIA0,2027 Kenworth T880,New | Day Cab,"2027 Kenworth T880 Heavy Haul Day Cab,","4330 Poplar Level Rd, Louisville, KY, 40213, United States",Day Cab,209500.00 USD,,,,Day Cab; Heavy Haul; TRUCK; New; Kenworth; T880; Class 8; Diesel; Manual; Cummins; X15,,,,,,Eligible
252601,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X4VJ252601/,https://d8lxo54bt1xl7.cloudfront.net/prd/252601/068Ux00000qwAdnIAE,2027 Kenworth T680,New | Sleeper,"2027 Kenworth T680, 76"" HR Sleeper, MX-13, 510hp, 12 Speed AMT","6503 N. Old US 27, Fremont, IN, 46737, United States",Sleeper,197200.00 USD,,,,Sleeper; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; PACCAR; MX-13,,,,,,Eligible
252602,,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYD49X6VR252602/,https://d8lxo54bt1xl7.cloudfront.net/prd/252602/068Ux00000oyr9VIAQ,2027 Kenworth T680,New | Day Cab,"2027 Kenworth T680, Day Cab, X15, 500hp, 13 Speed Manual, 195"" WB","6503 N. Old US 27, Fremont, IN, 46737, United States",Day Cab,177900.00 USD,,,,Day Cab; TRUCK; New; Kenworth; T680; Class 8; Diesel; Manual; Cummins; X15,,,,,,Eligible
252579,,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYDP9X4VJ252579/,https://d8lxo54bt1xl7.cloudfront.net/prd/252579/068Ux00000ov5hKIAQ,2027 Kenworth T680,New | Day Cab,"2027 Kenworth T680 Day Cab, MX-13, 510hp, 12 Speed AMT, 205"" WB, Dual Exhaust","1040 E. Mount Pleasant Rd., Evansville, IN, 47725, United States",Day Cab,182900.00 USD,,,,Day Cab; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; PACCAR; MX-13,,,,,,Eligible
252910,,https://www.palmertrucks.com/truck-details/category-Day-Cab/make-Kenworth/model-T680/vin-1XKYDP9X6VJ252910/,https://d8lxo54bt1xl7.cloudfront.net/prd/252910/068Ux00000ywgaeIAA,2027 Kenworth T680,New | Day Cab,"2027 Kenworth T680, Day Cab, MX-13, 455hp, 12 Speed AMT","9704 E. 30th St., Indianapolis, IN, 46229, United States",Day Cab,165800.00 USD,,,,Day Cab; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; PACCAR; MX-13,,,,,,Eligible
252626,,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX2VJ252626/,https://d8lxo54bt1xl7.cloudfront.net/prd/252626/068Ux00000s2u74IAA,2027 Kenworth T880,New | Dump Truck,"2027 Kenworth T880, Tri Axle Dump, X15, 450hp, Allison 4500RDS, 140"" CA, 20k FA, 46k RA, 20K L/A","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Dump Truck,254715.00 USD,,,,Dump Truck; Cab & Chassis; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
MD770401,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Peterbilt/model-579/vin-1XPBD49X6MD770401/,https://d8lxo54bt1xl7.cloudfront.net/prd/MD770401/068Ux00000lmSocIAE,2021 Peterbilt 579,Used | Custom Sleeper,"Used, 2021 Peterbilt 579, Custom Sleeper, X15, 500 HP, Automated Manual","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Custom Sleeper,179900.00 USD,,,,Custom Sleeper; Used; Peterbilt; 579; Automated Manual; Cummins; X15,,,,,,Eligible
KJ227357A,,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Kenworth/model-T880/vin-1NKZXPEX5KJ227357/,https://d8lxo54bt1xl7.cloudfront.net/prd/KJ227357A/068Ux00000kk2PLIAY,2019 Kenworth T880,Used | Dump Truck,"Used, 2019 Kenworth T880, Dump Truck, MX13, 455 HP","2929 South Holt RD., Indianapolis, IN, 46241, United States",Dump Truck,149900.00 USD,,,,Dump Truck; Used; Kenworth; T880; Class 8; PACCAR; MX13,,,,,,Eligible
252908,,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX1VJ252908/,https://d8lxo54bt1xl7.cloudfront.net/prd/252908/068Ux00000y9SsAIAU,2027 Kenworth T880,New | Dump Truck,"2027 Kenworth T880, Tri-Axle Dump, X15 500hp, Allison 4500RDS, 137"" CA, 20k FA, 46k RA, 20k L/A","9704 E. 30th St., Indianapolis, IN, 46229, United States",Dump Truck,265900.00 USD,,,,Dump Truck; Cab & Chassis; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
PD816260,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Peterbilt/model-579/vin-1XPBDP9X7PD816260/,https://d8lxo54bt1xl7.cloudfront.net/prd/PD816260/068Ux00000mCH81IAG,2023 Peterbilt 579,Used | Custom Sleeper,"Used, 2023 Peterbilt 579, Custom Sleeper, Paccar MX-13","6503 N. Old US 27, Fremont, IN, 46737, United States",Custom Sleeper,138200.00 USD,,,,Custom Sleeper; Used; Peterbilt; 579; Class 8; Paccar MX-13,,,,,,Eligible
233411A,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T880/vin-1XKZD49XXVJ233411/,https://d8lxo54bt1xl7.cloudfront.net/prd/233411A/068Ux00000lQSIcIAO,2027 Kenworth T880,New | Custom Sleeper,"New 2027 Kenworth T880 with 180 Inch ARI Legacy II RBSDUB Sleeper; Cummins X15, 525 HP Engine; Eaton Endurant XD 18-Speed Automated Transmission; 344 Inch WB. Call for detailed specs…this truck is loaded!",,Custom Sleeper,414578.00 USD,,,,Custom Sleeper; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automated Manual; Cummins; X15,,,,,,Eligible
232115A,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-W990/vin-1XK1D49X5VJ232115/,https://d8lxo54bt1xl7.cloudfront.net/prd/232115A/068Ux00000lo6aMIAQ,2027 Kenworth W990,New | Custom Sleeper,"New 2027 Kenworth W990 with 120 Inch ARI Legacy II RB Sleeper; Cummins X15, 565 HP Engine; Eaton Endurant XD 18-Speed Automated Transmission; 310 Inch WB. 
Onan 7,500W Gen, Shower, Toilet, Fridge, Convection Microwave, Dinette bunk and much more,",,Custom Sleeper,376579.00 USD,,,,Custom Sleeper; TRUCK; New; Kenworth; W990; Class 8; Diesel; Automated Manual; Cummins; X15,,,,,,Eligible
RJ320940,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49XXRJ320940/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ320940/068Ux00000pIBUQIA4,2024 Kenworth T680,Used | Sleeper,"Used, 2024 Kenworth T680, Sleeper, X-15, 450 HP, Automated Manual",,Sleeper,94900.00 USD,,,,Sleeper; Used; Kenworth; T680; Automated Manual; Cummins; X-15,,,,,,Eligible
JN447123,,https://www.palmertrucks.com/truck-details/category-Stone-Slinger/make-International/model-HX620/vin-3HTDTAPTXJN447123/,https://d8lxo54bt1xl7.cloudfront.net/prd/JN447123/068Ux00000qEVXTIA4,2018 International HX620,Used | Stone Slinger,"Used, 2018 International HX620, Stone Slinger, X15, 485 HP, Automatic, Diesel","2929 South Holt RD., Indianapolis, IN, 46241, United States",Stone Slinger,139900.00 USD,,,,Stone Slinger; Used; International; HX620; Diesel; Automatic; Cummins; X15,,,,,,Eligible
KN071129,,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-International/model-HX620/vin-3HTDTAPT2KN071129/,https://d8lxo54bt1xl7.cloudfront.net/prd/KN071129/068Ux00000qEPGmIAO,2019 International HX620,Used | Dump Truck,"Used, 2019 International HX620, Dump Truck, X15, 485 HP, Automatic","2929 South Holt RD., Indianapolis, IN, 46241, United States",Dump Truck,139900.00 USD,,,,Dump Truck; Used; International; HX620; Automatic; Cummins; X15,,,,,,Eligible
PJ225700,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1PJ225700/,https://d8lxo54bt1xl7.cloudfront.net/prd/PJ225700/068Ux00000oy6SQIAY,2023 Kenworth T680,Used | Sleeper,"Used, 2023 Kenworth T680, Sleeper, X15, 450 HP, Automatic, Diesel","65 Partnership Way, Cincinnati, OH, 45241, United States",Sleeper,79900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
270769,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X0VJ270769/,https://d8lxo54bt1xl7.cloudfront.net/prd/270769/068Ux00001020I2IAI,2027 Kenworth T680,New | Sleeper,"2027 Kenworth T680, 40"" Flattop, MX-13, 510hp, 12 Speed AMT","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Sleeper,185642.00 USD,,,,Sleeper; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; PACCAR; MX-13,,,,,,Eligible
270770,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYDP9X7VJ270770/,https://d8lxo54bt1xl7.cloudfront.net/prd/270770/068Ux0000102IoMIAU,2027 Kenworth T680,New | Sleeper,"2027 Kenworth T680, 40"" Flattop, MX-13, 510hp, 12 Speed AMT","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Sleeper,185642.00 USD,,,,Sleeper; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; PACCAR; MX-13,,,,,,Eligible
271088,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X5VJ271088/,https://d8lxo54bt1xl7.cloudfront.net/prd/271088/068Ux0000102707IAA,2027 Kenworth T680,New | Sleeper,"2027 Kenworth T680, 76"" HR, X15, 500hp, 10 Speed Manual","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Sleeper,207552.00 USD,,,,Sleeper; TRUCK; New; Kenworth; T680; Class 8; Diesel; Manual; Cummins; X15,,,,,,Eligible
271100,,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX4VJ271100/,https://d8lxo54bt1xl7.cloudfront.net/prd/271100/068Ux0000102KRxIAM,2027 Kenworth T880,New | Dump Truck,"2027 Kenworth T880, Quad Axle Dump, X15, 450hp, Allison 4500RDS  Heritage 18.5' Steel Dump Body","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Dump Truck,272998.00 USD,,,,Dump Truck; Cab & Chassis; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
271102,,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4EX1VJ271102/,https://d8lxo54bt1xl7.cloudfront.net/prd/271102/068Ux00000xHRBaIAO,2027 Kenworth T880,New | Cab & Chassis,"2027 Kenworth T880, Cab & Chassis for Tri-Axle Dump, X15, 500hp, Allison 4500RDS","4330 Poplar Level Rd, Louisville, KY, 40213, United States",Cab & Chassis,,,,,Cab & Chassis; Dump Truck; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
271101,,https://www.palmertrucks.com/truck-details/category-Cab-&-Chassis/make-Kenworth/model-T880/vin-1NKZX4TX6VJ271101/,https://d8lxo54bt1xl7.cloudfront.net/prd/271101/068Ux0000102E3CIAU,2027 Kenworth T880,New | Dump Truck,"2027 Kenworth T880, Quad Axle Dump, X15, 450hp, Allison 4500RDS  Heritage 18.5' Steel Dump Body","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Dump Truck,272998.00 USD,,,,Dump Truck; Cab & Chassis; TRUCK; New; Kenworth; T880; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
GM032337,,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Mack/model-GU813/vin-1M2AX13C3GM032337/,https://d8lxo54bt1xl7.cloudfront.net/prd/GM032337/068Ux00000yE2UBIA0,2016 Mack GU813,Used | Dump Truck,"Used, 2016 Mack GU813, Dump Truck, MP-7, 395 HP, Manual","2929 South Holt RD., Indianapolis, IN, 46241, United States",Dump Truck,84900.00 USD,,,,Dump Truck; Used; Mack; GU813; Manual; MP-7,,,,,,Eligible
HM036799,,https://www.palmertrucks.com/truck-details/category-Dump-Truck/make-Mack/model-GU813/vin-1M2AX13C4HM036799/,https://d8lxo54bt1xl7.cloudfront.net/prd/HM036799/068Ux00000yGTWcIAO,2017 Mack GU813,Used | Dump Truck,"Used, 2017 Mack GU813, Dump Truck, MP-7, 395 HP, Manual","2929 South Holt RD., Indianapolis, IN, 46241, United States",Dump Truck,89900.00 USD,,,,Dump Truck; Used; Mack; GU813; Manual; MP-7,,,,,,Eligible
MM451844,,https://www.palmertrucks.com/truck-details/category-Box-Truck/make-Kenworth/model-T270/vin-2NKHHJ6X7MM451844/,https://d8lxo54bt1xl7.cloudfront.net/prd/MM451844/068Ux00000x3Yw1IAE,2021 Kenworth T270,Used | Box Truck,2021 Kenworth T270 Box Truck - PX9 - 260 HP/720 - 3000RDS - 6 spd,"2929 South Holt RD., Indianapolis, IN, 46241, United States",Box Truck,54900.00 USD,,,,Box Truck; NCDL 26 BOX; Used; Kenworth; T270; Class 6; Diesel; Automatic; PACCAR; PX9,,,,,,Eligible
NJ128331,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X8NJ128331/,https://d8lxo54bt1xl7.cloudfront.net/prd/NJ128331/068Ux00000x3AvkIAE,2022 Kenworth T680,Used | Sleeper,"Double bunk, 10 aluminums, Thermo King APU, Espar heater, new drive tires, collision mitigation","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,84900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Automated Manual; Cummins; X15,,,,,,Eligible
PJ230301,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1PJ230301/,https://d8lxo54bt1xl7.cloudfront.net/prd/PJ230301/068Ux00000yGfJEIA0,2023 Kenworth T680,Used | Sleeper,"Used, 2023 Kenworth T680, Sleeper, X15, 450 HP, Automated Manual","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,84900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Automated Manual; Cummins; X15,,,,,,Eligible
RJ320931,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9RJ320931/,https://d8lxo54bt1xl7.cloudfront.net/prd/RJ320931/068Ux00000x2wu3IAA,2024 Kenworth T680,Used | Sleeper,"Used, 2024 Kenworth T680, Sleeper, X15, 500 HP, Automated Manual, Diesel","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,89900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Diesel; Automated Manual; Cummins; X15,,,,,,Eligible
PJ230170,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X1PJ230170/,https://d8lxo54bt1xl7.cloudfront.net/prd/PJ230170/068Ux00000yGjZhIAK,2023 Kenworth T680,Used | Sleeper,"Used, 2023 Kenworth T680, Sleeper, X15, 450 HP, Automated Manual","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,79900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Automated Manual; Cummins; X15,,,,,,Eligible
PJ230496,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9PJ230496/,https://d8lxo54bt1xl7.cloudfront.net/prd/PJ230496/068Ux00000tYfM1IAK,2023 Kenworth T680,Used | Sleeper,"Used, 2023 Kenworth T680, Sleeper, X15, 450 HP, Automatic, Diesel","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,79900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Diesel; Automatic; Cummins; X15,,,,,,Eligible
PJ476043,,https://www.palmertrucks.com/truck-details/category-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X7PJ476043/,https://d8lxo54bt1xl7.cloudfront.net/prd/PJ476043/068Ux00000x3BUsIAM,2023 Kenworth T680,Used | Sleeper,"Used, 2023 Kenworth T680, Sleeper, X15, 400 HP, Automated Manual","2929 South Holt RD., Indianapolis, IN, 46241, United States",Sleeper,79900.00 USD,,,,Sleeper; Used; Kenworth; T680; Class 8; Automated Manual; Cummins; X15,,,,,,Eligible
CONPN624151,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Volvo/model-VNL300/vin-4V4NC9EJXPN624151/,https://d8lxo54bt1xl7.cloudfront.net/prd/CONPN624151/068Ux00000zQleTIAS,2023 Volvo VNL300,Used | Custom Sleeper,"Used, 2023 Volvo VNL300, Custom Sleeper, D13, 500 HP, Automated Manual","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Custom Sleeper,315000.00 USD,,,,Custom Sleeper; Used; Volvo; VNL300; Automated Manual; D13,,,,,,Eligible
252852A,,https://www.palmertrucks.com/truck-details/category-Custom-Sleeper/make-Kenworth/model-T680/vin-1XKYD49X9VJ252852/,https://d8lxo54bt1xl7.cloudfront.net/prd/252852A/068Ux00000zfhNeIAI,2027 Kenworth T680,New | Custom Sleeper,"New, 2027 Kenworth T680, Custom Sleeper, X15, 500 HP, Automated Manual, Diesel","3535 Coliseum Blvd W, Fort Wayne, IN, 46808, United States",Custom Sleeper,396024.00 USD,,,,Custom Sleeper; TRUCK; New; Kenworth; T680; Class 8; Diesel; Automated Manual; Cummins; X15,,,,,,Eligible
